case,document_nr,document_name,document_href,text,log
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"318.With regard to the alleged restructuring, dismissals and arbitrary and unilateral transfers, the Government considers it important to highlight the effort made with the primary objective of protecting the labour rights of the enterprise鈥檚 workers. The Government states that prior to the presentation to the legislative authorities of bill no. 21426 on the transformation of the enterprise and the protection of its workers, which today is known as Act No. 9764 of 15聽October 2019, the Government held negotiations with SINTRAJAP which led to the concluding of agreements that benefited both the enterprise and the workers. The Government states that there was an understanding between the parties that the process would be undertaken in a climate of industrial peace and openness in order to reach an agreement that benefited the enterprise鈥檚 workers and notes that those negotiations began in 2008. There was therefore no unilateral decision-making on the part of the Government; on the contrary, the sectors involved participated actively throughout the process.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"319.The Government states that, as provided for in article 1 of Act No. 9764, the enterprise was required to execute its administrative, financial and operational reorganization to ensure its financial equilibrium and sustainability and that its objectives were met. The Act empowers the enterprise to determine the administrative and operational structure that best enables it to operate correctly and to undertake technical studies and the necessary actions to retain only those workers that it requires to ensure its short- and long-term continuation and financial equilibrium.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"320.The Government states that the measures provided for in the Act include the transfer of employees to other State bodies, the granting of incentives in addition to payment for services to the enterprise鈥檚 workers who accept voluntary redundancy, and a special early retirement scheme. Workers had one month from the publication of the Act to select and formally request one of the aforementioned options. Once that period had expired, the enterprise was required to commence the staff dismissals necessary to reach financial equilibrium.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"321.The Government states that the bill that became Act No. 9764 was reviewed by the Constitutional Chamber of the Supreme Court of Justice via Vote No. 2019-018505, issued on 24 September 2019, by virtue of a discretionary legislative consultation. It states that, on the two matters consulted, the Court ruled that the bill did not contain unconstitutional flaws. The Government highlights that it prioritized the protection of the labour rights of the enterprise鈥檚 workers and that those rights were upheld within the legal framework in force.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"322.For its part, the enterprise highlights that throughout its transformation process there was a process of dialogue that involved the Government authorities, including the Ministry of Labour and Social Security, and the workers鈥?representatives, which include SINTRAJAP. The enterprise states that over the last 12 years, it has undertaken four studies and proposals to amend its organizational structure. It notes that the latest reorganization programme was presented in March 2019, prior to the financial crisis that it is currently facing. The enterprise states that work on that reorganization proposal was undertaken with representatives of its different departments using inputs from previous studies. It adds that the reorganization proposal was shared with SINTRAJAP through official communication No. PE-184-2019 of 10 July 2019. It also states that the enterprise鈥檚 directors met with SINTRAJAP on various occasions to discuss the transformation process, and that the enterprise received observations from the trade union representatives, which were addressed.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"323.The enterprise states that, in accordance with the provisions of Act No. 9764, and recognizing the importance of information, and the workers鈥?right to that information, during its transformation process, a number of communication channels were established through which information was provided on the process and the questions posed by the workers and their representatives to the administration were answered, thereby rendering the process entirely transparent and clear. The enterprise highlights that meetings were held with the trade union representatives, who continually submitted queries on the legislation to the management, and that meetings were held between SINTRAJAP, the management of the enterprise and representatives of the Ministry of Labour and Social Security so that their questions on points of interpretation or differences of opinion between the parties could be addressed. It also highlights the high value of inter-agency coordination during this stage, and that, additionally, several informative guides were distributed that detailed the different steps that would be taken in the enterprise鈥檚 transformation process.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"324.The Committee observes that the case concerns the alleged non-observance of a collective agreement by a public enterprise in the port sector. The Committee takes note of the complainants鈥?allegations that (i) the enterprise granted a concession to construct, administer and operate a new port terminal to the transnational company, transferring to it the entirety of its container loading operation, and (ii) that act was undertaken in violation of article 136 of the collective agreement because the enterprise did not involve SINTRAJAP in resolving the fate of the jobs as set out in that article, adopting measures that entailed dismissals, restructuring and arbitrary transfers.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"325.The Committee notes that, in that regard, the enterprise states that although the 2016鈥?018 collective agreement is in force and imposes obligations on the enterprise when its decisions and actions are within its exclusive competence, it is not true that it was the enterprise that granted the concession, but the awarding authority comprising the executive authority (the President of the Republic, the Minister of Public Works and Transport and the Minister of Finance), the National Concessions Council and the enterprise. The Committee also notes that the Government and the enterprise state that (i) in 2007, the Office of the Comptroller-General of the Republic authorized the contracting of a consultancy to draw up a master plan for the port complex; (ii) in 2008 an international consultant recommended that the enterprise adopt measures including the construction of a new container terminal and the transfer of container loading and unloading port services to a private concession-holder; (iii) in 2009 a public tender notice was published, and in 2011 the executive authority awarded the concession to design, fund, construct, operate and maintain the Mo铆n container terminal to the transnational company for 33 years; (iv) in 2019 Act No. 9764 on the transformation of the enterprise and the protection of its workers was adopted and, prior to the presentation of the bill, the Government held negotiations with SINTRAJAP and reached agreements that benefited both the enterprise and the workers, and there was an understanding to undertake the process in a climate of industrial peace (the Government states that those negotiations began in 2008); and (v) during the transformation process, meetings were held between the enterprise, Government authorities and workers鈥?representatives, including SINTRAJAP, to which the reorganization programme was communicated in advance.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"326.The Committee observes that in the concession contract signed in 2011, it was agreed that the transnational company would construct a new container terminal and that the entirety of the container loading and unloading port services would be transferred to it. The Committee understands, according to publicly available information, that the construction of the container terminal began in 2015 and that the terminal has been operational since February 2019. The Committee observes that the complainants allege that the enterprise failed to observe the collective agreement because it did not inform, or consult with, SINTRAJAP with regard to the fate of the jobs that would be affected by the operationalization of the terminal. The Committee understands that the operationalization of the terminal and the transfer of the entirety of the container loading and unloading services to the transnational company would lead to the transformation and restructuring of the enterprise.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"327.The Committee notes that under the provisions of the collective agreement, the enterprise was required to notify and negotiate with SINTRAJAP should it decide to transfer the services that it provided to a private enterprise, which is what occurred with the concession in question. While recalling that agreements should be binding on the parties and that mutual respect for the commitment undertaken in collective agreements is an important element of the right to bargain collectively and should be upheld in order to establish labour relations on stable and firm ground [see Compilation of decisions of the Committee on Freedom of Association, sixth edition, 2018, paras 1334 and 1336], the Committee observes that the documentation provided appears to indicate that there were instances of dialogue with SINTRAJAP with regard to the fate of the jobs and the restructuring of the enterprise: (i) a bulletin that SINTRAJAP shared with its members dated 24 August 2018 (No. 11-2018) states that on 18 July that year the trade union had its first meeting with the enterprise to begin analysis of the issues relating to the restructuring; (ii) in another bulletin dated 28 August 2018 (No. 12-2018) SINTRAJAP informs its members that it has met with the Minister of Labour and that round tables have been established to capture the interests of the workers who wish to transfer to other public institutions voluntarily; (iii) through official communication No. PE-184-2019 of 10 July 2019, the enterprise shared with SINTRAJAP a document entitled 鈥淚nstitutional Reorganization Programme鈥? (iv) the directors of the enterprise met with SINTRAJAP on 22 July 2019 and reiterated the importance of reviewing the document that had been communicated; (v) on 24 October 2019 the programme was discussed with the trade union; and (vi) the enterprise also maintains that it received observations from SINTRAJAP which were addressed at meetings of the commission tasked with implementing the restructuring; that there is a commitment to holding follow-up meetings and that, in the interim, the office of the enterprise鈥檚 chairperson has also received groups of workers, accompanied by SINTRAJAP, to hear their queries and contributions to the process.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"328.The Committee observes that six months after the complaint was lodged, Act No. 9764 on the transformation of the enterprise was adopted. The Committee observes that, according to the website of the Costa Rican judiciary, on 27 November 2019 SINTRAJAP filed legal action challenging the constitutionality of Act No. 9764 which was rejected by the Constitutional Chamber in a resolution dated 15 January 2020 that ruled that the dismissals provided for in the Act were not automatic and that they were based on the enterprise鈥檚 need to adopt measures to ensure financial equilibrium given the economic problems that it was facing. According to publicly available information, after the adoption of Act No. 9764, there were around 800 dismissals.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"329.The Committee notes that the complainants, the Government and the enterprise all mention three legal proceedings brought by SINTRAJAP in relation to the issues that are the subject of this complaint. The Committee observes that, although reference is made to the injunctive relief granted in favour of SINTRAJAP as part of one of the proceedings, copies of the rulings issued in relation to the proceedings have not been provided. Observing that, according to the website of the Costa Rican judiciary, those proceedings are still under way, the Committee trusts that the rulings will be issued as soon as possible.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"330.Lastly, observing that, according to publicly available information, in 2021 the enterprise and SINTRAJAP held meetings aiming to renegotiate the collective agreement, the Committee encourages the parties to continue that dialogue and to endeavour to reach agreement on the renegotiation of the collective agreement.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3365 (Costa Rica),18-Mar-19,Confederation of Workers Rerum Novarum (CTRN) and SINTRAJAP,['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442'],"331.In the light of its foregoing conclusions, the Committee invites the Governing Body to approve the following recommendations:(a)	The Committee encourages the parties to continue their dialogue and to endeavour to reach agreement on the renegotiation of the collective agreement.(b)	The Committee considers that this case closed does not call for further examination and is closed.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4141442, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],"231.The complaint is contained in a joint communication from the Confederation of Workers Rerum Novarum (CTRN), the National Federation of Agro-industry, Hotel and Catering and Allied Workers (FENTRAGH) and the International Union of Food, Agricultural, Hotel, Restaurant, Catering, Tourism, Tobacco and Allied Workers鈥?Associations (IUF/UITA) , dated 18 March 2019.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],232.The Government sent its observations in communications dated 19 December 2019 and 6 October 2021.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],"233.Costa Rica has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), the Right to Organise and Collective Bargaining Convention, 1949 (No. 98) and the Workers鈥?Representatives Convention, 1971 (No. 135).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],"234.In their communication dated 8 March 2019, the complainants allege that the changes that have taken place since 1 March 2019, with the opening of the new container terminal in Mo铆n, in the province of Lim贸n, operated under a concession by a multinational port company, have led to two multinational enterprises in the agro-industrial sector (Standard Fruit Company de Costa Rica, S.A). (hereinafter enterprise A) and Chiquita Brands Costa Rica S.R.L. (hereinafter enterprise B) carrying out mass, illegal dismissals of workers. The complainants allege, more specifically, that these enterprises abruptly closed port operation work sites located in the province of Lim贸n, leading to the dismissal of workers and union representatives of the following unions: the Free Industrial Union of Banana and Allied聽Workers of Costa Rica (SINTRACOBAL); the Industrial Union of Agricultural and Allied Workers (SINTRAGA); and the Industrial Union of Agricultural, Agricultural Transport and Allied Workers of Costa Rica (SINTRASTAFCOR). These are affiliated to the complainant organizations CTRN and FENTRAGH, which are themselves affiliated to the IUF/UITA.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],"235.Regarding enterprise A, the complainants allege that: (i) on 24 March 2019, the enterprise abruptly closed the work site located in the province of Lim贸n without prior notice, which had an impact on the employment of 480 workers; and (ii) the enterprise revoked the collective agreement signed with SINTRASTAFCOR and dismissed SINTRAGA and SINTRASTAFCOR union representatives without following legal procedures or respecting their trade union immunity. They also allege that the Ministry of Labour and Social Security (hereinafter MTSS) failed to guarantee the protection of trade union immunity and the collective agreement; rather, through an agreement, it endorsed the authorization of the illegal closure of the work site and, as a result the dismissals.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
Case No 3354 (Costa Rica),18-Mar-19,"National Federation of Agroindustry, Gastronomy, Hotel and Allied Workers (FENTRAGH), Confederation of Workers Rerum Novarum (CTRN) and International Union of Agricultural, Food, Hotel, Gastronomy, Tobacco and Allied Workers' Associations (UITA)",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986'],"236.Regarding enterprise B, the complainants allege that: (i) on 4 March 2019, the enterprise abruptly, and using violence, closed the work site located in the province of Lim贸n, which had an impact on the employment of 380 workers, including SINTRACOBAL union leaders; and (ii) the enterprise revoked the collective labour agreement signed with the trade union and deprived it of the union premises located inside the enterprise, denying it access to the building to which it has a right under article 101 of the above-mentioned collective agreement. The complainants state that inside the union premises there is a training room and offices with furniture and fittings, documents, office equipment, computers, a camera, video projectors, a television screen, records and accounts and other property and documents, and allege that to date the enterprise has failed to provide any information on their whereabouts. They also allege that vehicle BDB-037, which belongs to SINTRACOBAL, was still inside the enterprise鈥檚 facilities and that, following a complaint filed by SINTRACOBAL with the MTSS, labour inspectors visited the work site and issued an official report.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4120986, response status: 200"
