case,document_nr,document_name,document_href,text,log
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"assembly and organization. The complainant indicates that in 2001, the             Inter-American Court of Human Rights found against Panama for impeding, among other             things, the right of assembly of trade unionists (Baena-Ricardo et al. v.聽Panama).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"575.The complainant further alleges that the enterprise relocated             workers affiliated with the union in an arbitrary manner and posted them to remote             areas, lacking facilities such as sanitation, thereby discriminating against them for             being trade union members. Moreover, the complainant alleges that since MITRADEL carried             out an inspection of the enterprise in September 2019, which culminated in the             enterprise being fined for employing","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"undocumented foreign workers, the enterprise, which             attributed the request for the said inspection to the union, changed the working hours             of unionized workers and union leaders, forcing them to work shifts from 11 p.m. to 7             a.m. to avoid contact with other workers. The complainant alleges that the enterprise             punishes union members in an arbitrary and reckless manner by forcing them to work dawn             shifts once they join the union, thus","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],undermining the quality of family life and             preventing trade union work in the case of union leaders.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"576.The complainant further alleges that the enterprise denied workers             and union leaders Mr Luis Hendricks, Mr Arqu铆medes Rodr铆guez and Mr Benjam铆n Villanero             access to work from 19聽September 2019 until they were reinstated by order of the DGT             contained in Order No. 050-DGT-19 of 27 September 2019, with which the enterprise has             not fully complied to date since it has not paid the workers for the days on which they             were denied access. The","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"complainant indicates that although at the time of their             reinstatement, by order of MITRADEL, the enterprise indicated that it had never             dismissed them, the reports of the inspections that were carried out show that they were             indeed denied access to the enterprise, being told, in an express statement of verbal             dismissal, that they could not enter in order to work because they were 鈥減ersonae non             gratae in the enterprise鈥?","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"577.The complainant also alleges that the enterprise forces union             members by means of threats, coercion, blackmail and any other means to withdraw from             the union and that it has dismissed workers merely for belonging to the union. It             alleges specifically that the enterprise threatened or forced Mr Jonny Lasso, Mr Kevin             S谩nchez and Mr Ariel G贸mez to withdraw from the union. The complainant additionally             alleges that in recent months, the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"enterprise has dismissed workers affiliated with the             union, who have been called on to accept and sign a mutual agreement terminating the             employment relationship and, if they did not do so, were threatened with a letter of             dismissal, all with the intention of weakening the union and to obtain control over the             workers. It is alleged that this serious situation occurred with Mr Roger Almengor and             Mr Francisco Banda.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"578.In its communication dated 30 September 2021, the Government             provides information concerning the various administrative and judicial actions relating             to the issues raised in the complaint.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"579.The Government attached a copy of Note No. 606-DGT-21 in which the             DGT within MITRADEL indicates that in the records and archives of the DGT there is a             list of claims submitted by SITEHOSTAC on 22 February 2019 for the negotiation of a             collective bargaining agreement and relating to violations of the labour laws by the             enterprise under the following sections of the Labour Code: 17, 18, 39, 57, 128(3) and             (10), 134, 138(4) and (5)","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"(alleging that the enterprise forces workers, by coercion or             by any other means, to withdraw from, or constrains them from joining, the union), 140,             148, 181, 182, 183, 185, 186, 187, 188, 191 and 197 (arbitrary change of shifts). In the             Note, the DGT indicates that the dispute ended with the issuance of an arbitration             award, of which SITEHOSTAC was notified on 4 December 2020 and the enterprise on 29             January 2021. In the same Note, the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"DGT also indicates that SITEHOSTAC made no claim,             complaint or allegation against the enterprise for violation of articles 128(20) and             161(8) of the Labour Code concerning deductions of union dues of SITEHOSTAC             members.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],580.The Government gives the following account of the events that led to             the aforementioned arbitration award:,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"581.The Government further indicates that various allegations have been             submitted to the National Directorate of Labour Inspection and that on 19 September             2019, a general inspection was conducted by SITEHOSTAC in order to verify an allegation             relating to: (i)聽workplace harassment and anti-union persecution of workers Mr Benjam铆n             Villanero, Mr聽Luis Hendricks and Mr聽Rodrigo M茅ndez; (ii) gratuity payments of all             departments; (iii) the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"number of foreign workers and their permits; (iv) whether recent             dismissals, such as that of Mr Francisco Banda, were justified; and (v) whether workers             were given rest breaks between rotating shifts.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"582.The Government reports that after having conducted the             aforementioned inspection it was decided, as indicated in Decision No. 054-DGT-53-20 of             13 March 2022, to impose a penalty of 200 Panamanian balboas (equivalent to US$200) on             the enterprise for having violated Act No.聽7 of 2018 concerning measures to prevent,             prohibit and punish discriminatory acts. In addition, after verifying whether the             foreign workers in the enterprise had","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"work permits, it was decided, by Decision No.             410-DGT-5-19 of September 2019, to impose a fine of 37,000 balboas on the enterprise for             non-compliance with section 17 of the Labour Code.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"583.With regard to the allegation that the enterprise denied Mr Roger             Almengor, Mr Luis Hendricks, Mr Arqu铆medes Rodr铆guez and others access to work, the             Government indicates that: (i) on 25 September 2019, the National Directorate of Labour             Inspection attended the enterprise in order to ascertain the aforementioned events and,             by Orders Nos 050-DGT-19 and 051-DGT-53-19 of 27 September 2019, the DGT ordered that Mr             Arqu铆medes Rodr铆guez","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"and Mr Luis Hendricks be reinstated; (ii) the workers鈥?            representative filed a complaint for contempt of the aforementioned Orders by the             enterprise and sought verification, inter alia, as to whether both had been reinstated             and whether they had been paid wages for the days on which they had been denied access             to the enterprise; (iii) on 30 September 2019, the day of execution of the reinstatement             order, the Chief of the Human Resources","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"Department said that the workers could not be             reinstated because neither one had been dismissed; (iv) by Order No.聽030-DGT-53-20 dated             24 January 2020, the DGT dismissed the application for a fine for contempt against the             enterprise filed by the workers鈥?representative, who submitted an appeal against the             order, which remains pending; and (v) on 12 February 2020 the DGT admitted an             application for a fine for violation of labour","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"standards and granted the enterprise a             period of three days to submit evidence and arguments that it deemed appropriate, which             remains pending.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"584.By a communication dated 28 September 2022, the Government informs             the Committee that the records and files of the DGT contain a list of claims concerning             violations of labour legislation by the enterprise that was submitted by SITEHOSTAC on             29 October 2021. The Government indicates that the enterprise was notified of the list             on 13 December 2021, that the conciliation process began on 23 December 2021, that             according to the minutes","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"of the mediation session held on 5 January 2022 the parties             stated that they had engaged in dialogue and reached an agreement on the complaints             contained in the list, and that consequently negotiations on the list had ended.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"585.The Committee notes that in the present case, the complainant alleges that a series of anti-union acts have been committed by a hotel enterprise against leaders and members of SITEHOSTAC. The complainant specifically alleges that the enterprise does not deduct union dues, does not grant union leave, arbitrarily relocates union members and threatens them so that they withdraw from the union, denied three union leaders access to work and dismissed two union members and that it has refused to","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"negotiate a collective agreement. In its reply, the Government provides information on various actions taken principally by the DGT in relation to a number of the issues raised in the complaint and on penalties imposed on the enterprise in this regard.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"586.In relation to the allegation that the enterprise refused to negotiate with SITEHOSTAC a list of claims that it submitted on 22 February 2019 to the DGT in order to resolve a number of labour violations and to negotiate a collective agreement, the Committee notes the Government鈥檚 indication that: (i) after several appeals submitted by the enterprise and a strike notice by the union, the dispute was referred to arbitration; and (ii) the arbitration process concluded with the issuance of an","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"arbitration award whereby the collective agreement for the period 2020鈥?3 was registered. The Committee therefore understands, on the basis of the information provided by the Government, that the issue relating to the list of claims submitted by SITEHOSTAC in 2019 appears to have been resolved. The Committee also notes that, according to the information provided by the Government, SITEHOSTAC submitted a further list of claims on 29 October 2021 concerning violations of labour legislation by the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],enterprise and that in a mediation session on 5 January 2022 the parties reached an agreement in this connection. The Committee observes that that list of claims was not for the purposes of negotiating a collective agreement and that it is not apparent from the information provided that the violations of labour law were in relation to trade union matters.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"587.With regard to the allegation that the enterprise does not deduct union dues, while it notes the Government鈥檚 indication that the DGT has no record of any allegation in this regard, the Committee observes that the complainant attached copies of letters sent by SITEHOSTAC to MITRADEL on 9 and 13 September and 6 November 2019, alleging, inter alia, that the enterprise was refusing to deduct union dues of members despite having been formally requested to do so on several occasions. The","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"Committee notes that although it is apparent from the documents attached by the Government that a general inspection of the enterprise was conducted on 19 September 2019, it is not apparent that the issue of union dues was the subject of the inspection. Noting that the Government attached a copy of the draft collective agreement submitted to the DGT by SITEHOSTAC on 22 February 2019 and taking into account that it contains a clause relating to the deduction of union dues, the Committee expects","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"that this issue has been resolved with the issuance of the aforementioned arbitration award and requests the Government to ensure that this aspect of the complaint is definitively resolved. Noting also that the draft collective agreement also contains a clause relating to the granting of union leave, the Committee expects that the allegation that the enterprise did not grant such leave has also been resolved with the issuance of the arbitration award and requests the Government also to ensure","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],that this aspect of the complaint is definitively resolved.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"588.With regard to the allegation that the enterprise arbitrarily relocates members and changes the working hours of unionized workers and trade union leaders, requiring them to attend or leave work in the early morning, preventing union activities in the case of the leaders, while the Committee notes that the Government does not strictly refer to this allegation, the Government indicates that SITEHOSTAC filed allegations of anti-union persecution with the National Directorate of Inspection and","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"that, after having conducted an inspection on 19 September 2019, in March 2020 the enterprise was subject to a penalty for violation of Act No. 7 of 2018 concerning measures to prevent, prohibit and punish discriminatory acts. In the absence of specific information from the Government concerning the alleged relocations and recalling that no person shall be prejudiced in employment by reason of trade union membership or legitimate trade union activities, whether past or present [see Compilation","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"of decisions of the Committee on Freedom of Association, sixth edition, 2018, para. 1074], the Committee requests the Government to ensure that SITEHOSTAC leaders and members are not subject to discriminatory treatment on the basis of their union membership or activities.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"589.Concerning the allegation that the enterprise denied union leaders Mr Luis Hendricks, Mr Arqu铆medes Rodr铆guez and Mr Benjam铆n Villanero access to work, until they were reinstated by order of the DGT, and that they were not paid wages for the days on which they were unable to enter the enterprise, the Committee notes the Government鈥檚 confirmation that the workers were reintegrated by order of the DGT. The Committee also notes the Government鈥檚 indication that a number of appeals filed in","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"relation to the request to impose a fine on the enterprise in respect of these events remain pending. The Committee notes these elements and expects that any pending appeal will be resolved promptly and in accordance with freedom of association and that, if the alleged anti-union nature of the exclusion of trade union leaders from their workplaces is established, they receive the wages due to them.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"590.The Committee notes the allegation that the enterprise threatened and forced Mr Jonny Lasso, Mr Kevin S谩nchez and Mr Ariel G贸mez to withdraw from the union and threatened SITEHOSTAC members Mr Roger Almengor and Mr Francisco Banda so that they would accept and sign a mutual agreement to terminate the employment relationship, indicating that if they did not do so they would be given a letter of dismissal, all with the intention of weakening the union. While noting that the complaint does not","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"contain specific documents relating to the situation of the aforementioned workers, and that the complainant does not indicate whether they instigated administrative and/or judicial proceedings in this respect, the Committee notes that the Government has not sent any observations in respect of these allegations. Recalling that direct threat and intimidation of members of a workers鈥?organization and forcing them into committing themselves to sever their ties with the organization under the threat","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"of termination constitutes a denial of these workers鈥?freedom of association rights [see Compilation, para. 1100], the Committee requests the Government to ensure that workers in the enterprise are able to exercise their union activities without pressure or hindrance.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
Case No 3382 (Panama),18-Feb-20,Authentic Workers' Federation (FAT),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435'],"591.The Committee notes that although it is apparent from the foregoing that allegations have been brought in respect of most of the matters at hand in this complaint and that on various occasions both the DGT and the National Directorate of Labour Inspection have intervened, conducting inspections, imposing penalties and ordering the reinstatement of workers, the Committee does not have at its disposal full information concerning the final settlement of a number of allegations of anti-union","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4313435, response status: 200"
